040410440420	0.361357	2
212233211333	397.966931	0
020100010202	0.776357	0
200002000000	3.316242	0
102102002010	13.553308	0
220001000240	0.736407	2
212012201000	2.501928	0
200001202000	0.819138	0
100000000012	34.169742	0
220000121020	0.692281	0
002202000111	0.871595	2
000010042001	1.182165	0
100000220003	0.722506	0
100002010000	18.398141	0
200000212003	0.799065	0
022200110000	1.627990	2
112002222003	1.162346	2
012000120003	2.993384	0
001020042020	12.367382	0
042410540400	0.530541	2
004040024245	0.963441	0
041421442412	794.211098	0
120020210000	91.742088	0
000102200203	268.602191	0
022010002012	4.071314	0
142410442420	194.723276	0
212002121203	0.972314	2
004142014244	0.589738	2
000011222112	0.901743	3
004040104244	0.863482	0
020000010102	3.261716	0
201020101020	60.087782	0
102100002000	4.312271	0
021120000020	100.830810	0
201000010000	2.516810	0
112212212112	421.378379	0
000000001220	13.428692	0
004142014045	0.976516	2
200200102000	34.483365	0
000000202003	0.355778	0
101020202010	0.891480	0
100122040003	0.970993	3
020002000110	40.088340	0
000201010220	99.513272	0
120200010040	0.715103	0
000020001010	7.624081	0
000020002021	5.798385	0
014241004244	939.160350	0
020021000100	88.719851	0
020102010001	3.360804	0
122020200010	89.112742	0
122000002000	419.291751	0
012012020000	21.542924	0
022000100010	22.200048	0
001200000040	0.887576	0
120100220140	230.835086	0
004153	0.927940	2
000000000241	16.028787	0
330022333121	0.442246	1
102002	46.093483	0
330220333102	6.348727	1
012000002012	0.958991	0
142400442412	462.763487	0
020012000102	22.550417	0
200102000241	1.325044	0
002002	30.196514	0
200211300002	0.632373	2
220000120010	0.855350	0
020100020043	0.870076	0
000002000220	0.991029	0
202012001101	30.028717	0
212000211000	0.797778	3
332211333102	6214.089230	0
330020353020	0.845545	2
012202000120	0.841113	1
020000102100	1.887616	0
042401540402	1.582288	2
004140124044	0.891743	2
010002000010	1.313297	0
221200112003	0.652228	2
000033042333	0.144355	3
101221	286.119453	0
100200002000	1.170996	0
020101110202	0.939139	0
220021000201	1.585887	2
041412442420	0.929917	1
001122040001	0.908872	0
004240014044	1.184544	1
041400440412	0.825311	2
201210	3.789852	2
202033221333	0.842124	2
000010002222	0.935259	0
000212	3.337116	0
010100220000	0.677859	0
000200002110	16.622867	0
010000020020	1.220410	0
041401440412	0.832863	3
002200000000	77.930781	0
002100200000	0.856921	0
120010100002	0.943018	0
020200000003	0.573339	0
112220212112	0.826424	1
201012002122	211.544667	0
212021001010	0.724479	3
120033201333	0.905647	3
020000010001	7.928077	0
202010000020	0.712159	0
140400442410	0.724884	3
201010000022	0.865850	0
